case_study,method,rank,k_total,case:concept:name,rec_activity,rec_resource,sim_status_method_mean,sim_remaining_time_method_mean,sim_status_baseline_mean,sim_remaining_time_baseline_mean,pred_status_with_rec,pred_remaining_time_with_rec,pred_status_no_rec,pred_remaining_time_no_rec
bpi17_before,nsga2,1,5,Application_1003257895,A_Validating,User_68,0.9,490278.9,0.6,1498453.2,0.5885815256008669,1128229.4134137393,0.26725966490769126,1401212.0969975558
bpi17_before,nsga2,1,5,Application_1005586643,O_Cancelled,User_1,0.0,0.0,0.8,167670.0,0.38818263971000067,1630305.7509344202,0.6330500539067828,1036989.24059654
bpi17_before,nsga2,1,5,Application_1006347888,A_Validating,User_109,0.8,443194.1,0.5,397534.4,0.4292619883342569,1027206.768011602,0.002743037026078022,2644321.3835635167
bpi17_before,nsga2,1,5,Application_1006959642,A_Validating,User_7,0.6,387502.0,0.7,861844.0,0.6186105128742507,1168982.997485139,0.4640381519613893,1159135.627405663
bpi17_before,nsga2,1,5,Application_1007607428,A_Cancelled,User_1,0.0,0.0,0.1,1588640.8,0.0032175582705955643,2633495.3266753117,0.0032175582705955643,2633495.3266753117
bpi17_before,nsga2,1,5,Application_1009327734,A_Denied,User_100,0.4,360028.4,0.6,755144.4,0.06615689410656662,174673.86991335393,0.975923926125314,52147.38152488554
bpi17_before,nsga2,1,5,Application_1009466765,A_Validating,User_40,0.7,288594.0,0.5,896214.0,0.521102685671569,1113662.7106704211,0.0024472819356310617,2680835.0156116043
bpi17_before,nsga2,1,5,Application_1011122543,A_Denied,User_100,0.4,271062.0,0.6,1354852.3,0.13183257542039717,864671.9527602904,0.4693640264909626,1206928.4757209423
bpi17_before,nsga2,1,5,Application_1012566167,A_Cancelled,User_29,0.0,0.0,0.5,475746.0,0.01976086267374777,812666.6281180363,0.3275839453090043,1717221.1135510565
bpi17_before,nsga2,1,5,Application_1014917757,A_Cancelled,User_68,0.0,0.0,0.5,1301653.6,0.006422523085512294,440776.7556630223,0.0016930415888746792,2256593.8375672786
bpi17_before,nsga2,1,5,Application_1015666669,O_Cancelled,User_1,0.0,0.0,0.6,772884.8,0.11325948605747381,1530522.4859176949,0.0030968203120384902,2669589.44925096
bpi17_before,nsga2,1,5,Application_1017828639,O_Create Offer,User_75,0.9,1029069.6,0.9,196069.8,0.7846287026680384,389403.2094152719,0.7677135538192873,428549.4895398668
bpi17_before,nsga2,1,5,Application_1018407971,A_Denied,User_100,0.5,297162.2,0.7,410898.6,0.1000046801590566,993066.961647668,0.5630906733210169,1321346.6579776714
bpi17_before,nsga2,1,5,Application_1018538193,A_Denied,User_100,0.4,1116858.0,0.4,323309.1,0.09163510672509441,824886.0369418953,0.33260789046720585,1542552.9345207505
bpi17_before,nsga2,1,5,Application_1019469082,A_Denied,User_100,0.6,1004846.8,0.4,219032.8,0.08829859030732523,896838.810908434,0.002264811779030916,2482799.11311635
bpi17_before,nsga2,1,5,Application_1019603677,A_Validating,User_68,0.7,635724.0,0.6,426894.0,0.5732527835524163,1150887.9660042692,0.5595565942277921,1681948.536134147
bpi17_before,nsga2,1,5,Application_1021365915,A_Cancelled,User_39,0.9,393653.6,0.9,366818.4,0.10632927190730755,68418.45418478968,0.6822840139188878,534235.4856350315
bpi17_before,nsga2,1,5,Application_1023449033,O_Cancelled,User_39,0.0,0.0,0.7,2500043.6,0.6684327589163894,1437526.9642413147,0.7830513206732549,1712846.4789332566
bpi17_before,nsga2,1,5,Application_1024769381,A_Denied,User_100,0.6,1521896.0,0.5,619934.0,0.09481771603943061,1025426.7601768872,0.0032858045680124377,2746590.8780980622
bpi17_before,nsga2,1,5,Application_1025923370,A_Validating,User_7,0.8,559543.0,0.6,451618.0,0.7959754913842174,1312011.9162000613,0.29819566477462794,1816626.6237298278
bpi17_before,nsga2,1,5,Application_1030024656,O_Cancelled,User_1,0.0,0.0,0.4,1274090.6,0.06017929963183333,1662741.6428508386,0.3354742042347896,1323714.196029451
bpi17_before,nsga2,1,5,Application_1030416681,A_Denied,User_100,0.3,585972.0,0.3,886007.4,0.1742885626652604,904758.7709649128,0.3985292449398316,1753711.8887897902
bpi17_before,nsga2,1,5,Application_1031153001,A_Validating,User_100,0.9,96725.2,0.7,981893.2,0.757130493024449,1237578.0455960338,0.5705868354229632,1242781.5801701786
